company_name,country,report_title,source_pdf_url,additional_source_urls,notes,source_type
Ryanair,Ireland,Ryanair Sustainability Statement 2025 (PwC limited assurance) + 2025 Annual Report,https://corporate.ryanair.com/wp-content/uploads/2025/09/Ryanair-Sustainability-Report-2025.pdf,https://investor.ryanair.com/wp-content/uploads/2025/05/Ryanair-2025-Annual-Report.pdf,,downloadable_pdf
Kerry Group,Ireland,Kerry Group Sustainability Statement 2025 (standalone) + full Annual Report 2025,https://www.kerry.com/annual-report/assets/pdfs/KGAR25_SustainabilityStatements.pdf,https://www.kerry.com/annual-report/assets/pdfs/KGAR25_FullReport.pdf,,downloadable_pdf
Smurfit Westrock,Ireland,Smurfit Westrock Sustainability Report 2025 + standalone GRI Index Supplement 2025,https://www.smurfitwestrock.com/-/m/files/publications---global/sr-2025-downloads/smurfit_westrock_sustainability_report_2025.pdf,https://www.smurfitwestrock.com/-/m/files/publications---global/sr-2025-downloads/swsr2025_gri.pdf,STRONG candidate: dedicated standalone GRI Index PDF confirmed (swsr2025_gri.pdf).,downloadable_pdf
Bank of Ireland,Ireland,Bank of Ireland Annual Report 2025 (Sustainability statement pp. 112-222),https://www.annualreports.com/Company/bank-of-ireland-group-plc,,No single confirmed direct-host PDF URL via search; use AnnualReports.com mirror or investorrelations.bankofireland.com landing page.,webpage_landing_page
AIB Group,Ireland,AIB Group Sustainability Disclosures Tables 2025 (incl. GRI Content Index) + Social Impact Report 2024-2025,https://aib.ie/content/dam/frontdoor/investorrelations/docs/resultscentre/annualreport/2025/sustainability-disclosures-tables-2025.pdf,https://www.aib.ie/content/dam/frontdoor/sustainability/impact-report-2024-2025.pdf,"STRONG candidate: dedicated GRI Content Index confirmed within the Sustainability Disclosures Tables PDF, referencing GRI Standards for the full FY2025 period.",downloadable_pdf
Kingspan Group,Ireland,Kingspan Group Annual Report & Financial Statements 2025 (incl. CSRD Sustainability Statement),https://annual-report.kingspan.com/wp-content/uploads/2026/03/KS_AR25_Web.pdf,,,downloadable_pdf
Glanbia,Ireland,Glanbia Sustainability Report (within 2025 Annual Report) + full Annual Report 2025,https://www.glanbia.com/sites/glanbia-plc/files/glanbia/investors/annual-report/2026/Sustainability-Report.pdf,https://www.glanbia.com/sites/glanbia-plc/files/glanbia/investors/annual-report/2026/Glanbia-Annual-Report-2025.pdf,Standalone 2024 Sustainability Report (with GRI Index appendix) also available; 2025 disclosures moved into the Annual Report's Sustainability-Report.pdf section.,downloadable_pdf
EDP - Energias de Portugal,Portugal,EDP Integrated Annual Report 2025,https://www.edp.com/sites/default/files/document/2025-04/210x297_RC20_EDP_EN_0.pdf,,"URL found may be a template/prior-year path; if it 404s, use edp.com/en/responsible-action/transparency-and-reports/reports landing page. Submitted to CMVM March 2026.",downloadable_pdf
Galp Energia,Portugal,Galp Integrated Management Report 2025 + standalone Sustainability Standards Report (GRI/SASB/WEF/TCFD) 2025,https://www.galp.com/corp/Portals/0/Recursos/Investidores/IMR2025/AnnualIntegratedReport2025.pdf,https://www.galp.com/corp/Portals/0/Recursos/Sustentabilidade/SharedResources/Documents/2025/Sustainability_Standards_GRI_SASB_WEF_TCFD_2025.pdf,STRONG candidate: dedicated standalone GRI-referencing Sustainability Standards Report confirmed for 2025.,downloadable_pdf
Jeronimo Martins,Portugal,Jeronimo Martins Annual Report 2025,https://reports.jeronimomartins.com/annual-report/2025/services/downloads.html,,No single direct PDF URL confirmed via search; get exact file from this downloads page.,webpage_landing_page
Sonae,Portugal,Sonae Integrated Annual Report 2025 + standalone Sustainability Statement chapter,https://www.sonae.pt/fotos/ag/sonae_annual_report_2025_166803663469cd5fe84d351.pdf,https://www.sonae.pt/fotos/dados_fin/ar25_en_chap_4_sustainability_statement_10473420916a228e7464070.pdf,"Sustainability Statement is Chapter 4, also available as a standalone extracted PDF.",downloadable_pdf
Millennium bcp,Portugal,Millennium bcp Annual Report 2025 (Sustainability Master Plan),https://ind.millenniumbcp.pt/en/Institucional/investidores/Pages/RelatorioContas.aspx,,No single direct 2025 PDF URL confirmed via search; get exact file from this landing page.,webpage_landing_page
CTT Correios de Portugal,Portugal,CTT Annual Report 2025 / Capital Markets Day 2025 materials,https://www.ctt.pt,,No single direct 2025 annual/sustainability report PDF confirmed via search; check investor relations section of ctt.pt for the exact file.,webpage_landing_page
REN - Redes Energeticas Nacionais,Portugal,REN Green Finance Report 2025 (full Annual/Sustainability Report PDF not separately confirmed),https://www.ren.pt/media/nespxqet/green-finance-report-2025-ren.pdf,,This confirmed PDF covers environmental/green-finance commitments specifically; for the broader Annual Report check ren.pt/en-gb landing page.,downloadable_pdf
Navigator Company,Portugal,The Navigator Company Annual Report 2025 (incl. sustainability),https://thenavigatorcompany.com/en/sustainability/annual-report/,,"Caution: a 'Sustainability Report 2025' PDF surfaced in search (s202.q4cdn.com/342904853/...) appears to belong to Navigator Gas/Navigator Holdings, a different shipping company - NOT Navigator Company Portugal (thenavigatorcompany.com). Use this landing page and verify before pulling any PDF.",webpage_landing_page
HELLENiQ ENERGY,Greece,HELLENiQ ENERGY Sustainability Statement 2025 (2nd year under CSRD) + Annual Financial Report 2025,https://www.helleniqenergy.com/sites/default/files/2026-05/he_sustainability-report_en.pdf,https://www.helleniqenergy.com/sites/default/files/2026-02/helleniq-energy_2025-annual-financial-report-en.pdf,,downloadable_pdf
OTE - Hellenic Telecommunications,Greece,OTE Group 2025 Fourth Quarter and Full Year Results (financial; standalone sustainability PDF not confirmed),https://athens.euronext.com/sites/default/files/hermes_3/2026-02/en/582a4043-e3f7-4e35-aa40-43e3f73e354d/99_1001_2026_English_2.pdf,,Only financial-results PDF confirmed via search; sustainability content mirrors parent Deutsche Telekom's priorities. Check ote.gr or telekom.com/en/corporate-responsibility for a dedicated sustainability statement.,downloadable_pdf
Public Power Corporation (PPC),Greece,PPC Group Annual Report 2025 + Annual Financial Report 2025,https://www.ppcgroup.com/media/lbtnw42q/annual-report-2025.pdf,https://www.ppcgroup.com/media/sjqfqosg/annual-financial-report-2025.pdf,First standalone ESRS/CSRD-aligned Sustainability Report was published for FY2024 (March 2025); check ppcgroup.com/en/sustainable-development/sustainability-reports for a FY2025 update.,downloadable_pdf
Piraeus Financial Holdings,Greece,Piraeus Group Sustainability Statement 2025 (standalone) + Sustainability Blueprint Oct 2025,https://www.piraeusgroup.gr/-/jssmedia/Com/2025/Files/Investors/Financials/Annual-Reports/Piraeus_Group_Sustainability_Statement_2025.pdf,https://www.piraeusholdings.gr/-/jssmedia/Project/Piraeus/PiraeusBank/shared/Files/Holdings/enhmerwsh-ependytwn/sustainability-blueprint/2025/PB_Blueprint_311025.pdf,"STRONG candidate: dedicated standalone Sustainability Statement 2025 PDF confirmed, now consolidated at Group level.",downloadable_pdf
National Bank of Greece,Greece,NBG Group & Bank Annual Financial Report 2025 (incl. ESG/sustainability disclosures),https://www.nbg.gr/-/jssmedia/Files/Group/enhmerwsh-ependutwn/Annual_Financial_Reports/Annual-Financial-Report-2025-EN.pdf,,,downloadable_pdf
Eurobank Ergasias,Greece,Eurobank Annual Financial Report 2025 (Sustainability Statement) + prior-year Annual Report 2024 Business & Sustainability (GRI Standards + AA1000),https://www.eurobank.gr/-/media/eurobank/omilos/enimerosi-ependuton/enimerosi-metoxon-eurobank/oikonomika-apotelesmata/2026/fy-2025/en-annual-report-eurobank-2025.pdf,https://www.eurobank.gr/-/media/holding/omilos/annual-reports/etisios-apologismos-2024/annual-report-2024.pdf,The 2024 edition explicitly follows GRI Standards + AA1000 AccountAbility Principles; confirm whether the 2025 edition retains explicit GRI referencing alongside ESRS.,downloadable_pdf
Motor Oil Hellas,Greece,Motor Oil Hellas Full Year Financial Report 2025 (incl. sustainability per Article 154A) + ATHEX ESG Index FY2024,https://www.moh.gr/wp-content/uploads/2026/03/Full-Year-Financial-Report-2025-2.pdf,https://www.moh.gr/wp-content/uploads/2025/10/Athex-ESG-Index-Final-30_10_2025.pdf,A standalone 'Corporate Sustainability Report' existed for 2023; a 2025 standalone edition was not separately confirmed via search - the FY2025 financial report is the best current source.,downloadable_pdf
CEZ Group,Czech Republic,CEZ Group 2025 Annual Financial Report (incl. ESRS/CSRD Sustainability Report),https://www.cez.cz/webpublic/file/edee/ospol/fileexport/investori/vz-2025/cez-group-annual-financial-report-2025.pdf,,,downloadable_pdf
Komercni banka,Czech Republic,Komercni banka Annual Financial Report 2025 (Sustainability statement integrated since 2024),https://www.kb.cz/getmedia/d2c6493b-5685-4380-b5b3-d21b575c734e/AR25_KB_EN.pdf,,,downloadable_pdf
MONETA Money Bank,Czech Republic,MONETA Money Bank Annual Financial Report 2025 + 'Sustainability at MONETA' report,http://carbonaccountingfinancials.com/files/institutions_downloads/mmb-annual-financial-report-2025-en.pdf,,Direct PDF is hosted on a third-party mirror (carbonaccountingfinancials.com); primary source is investors.moneta.cz/corporate-documents - verify there if this link is stale.,downloadable_pdf
Skoda Auto,Czech Republic,"Skoda Auto Annual Report 2025 (1st year incl. Sustainability Statement, GRI-aligned since 2007)",https://reporting.skoda-auto.com/sustainability-reports,,No single direct 2025 PDF URL confirmed via search; get exact file from this reporting microsite. Received ESG Transparency Award for 2024 report.,webpage_landing_page
Kofola CeskoSlovensko,Czech Republic,Kofola CeskoSlovensko Consolidated and Standalone Annual Report 2025 (incl. EY-assured ESRS Sustainability Statement),https://investor.kofola.cz/en/investor-2/reports-and-presentations/financial-reports,,No single direct 2025 PDF URL confirmed via search; get exact file from this landing page.,webpage_landing_page
Ceska sporitelna,Czech Republic,Ceska sporitelna Annual Report 2024 (Consolidated Sustainability Statement pp. 395-625); 2025 edition not yet confirmed via search,https://www.csas.cz/banka/content/inet/internet/en/annual_report_2024.pdf,,Most recent directly-confirmed PDF is the 2024 edition; check csas.cz/en/about-us/esg for a 2025 update.,downloadable_pdf
OMV Petrom,Romania,OMV Petrom Group Annual Report 2025 (incl. Sustainability Statement),https://www.omvpetrom.com/downloads/2026/03/e0251a63-1730-6394-65f3-2b7e7f0bb721/10%20Annual%20Report%20OMV%20Petrom%20Group%202025.pdf,,"Sustainability info consolidated into Annual Report since 2024, prepared per GRI Standards historically then transitioned to ESRS.",downloadable_pdf
Banca Transilvania,Romania,Banca Transilvania Financial Group Sustainability Report 2025 (2nd year under CSRD/ESRS) + Sustainability Statement appendix,https://www.bancatransilvania.ro/files/app/media/Investor-Relations/Environmental-Social-Governance/Reports/2025/Sustainability-Report.pdf,https://www.bancatransilvania.ro/files/app/media/Investor-Relations/General-Shareholders-Meeting/2026/Consolidated-Separate-Financial-Statements-December-31-2025/Appendix-1-sustainability-statement.pdf,STRONG candidate: dedicated standalone Sustainability Report 2025 PDF confirmed.,downloadable_pdf
Electrica,Romania,Electrica Group Directors' Report for 2025 (incl. sustainability) + Sustainability Audit Report 2025,https://www.electrica.ro/wp-content/uploads/2026/04/ELSA_EN_AGOA_OGMS_3.3_2025_Directors_Report_IFRS_searchable_27Mar2026.pdf,https://www.electrica.ro/wp-content/uploads/2026/03/ELSA_EN_AGOA_OGMS_2.6_2025_Sustainability_Audit_Report_27Mar2026.pdf.pdf,New Sustainability Strategy 2025-2030 approved Dec 2024; externally audited Sustainability Audit Report confirmed for 2025.,downloadable_pdf
Romgaz,Romania,"Romgaz Group Consolidated Sustainability Statement (most recent confirmed: 2024, per EU Directive 2013/34 and ESRS)",https://www.romgaz.ro/en/rapoarte-de-sustenabilitate,,"2025 edition not yet published/confirmed via search (as of this research, mid-2026); check this reports page for the update. Also see Consolidated Board of Directors' Report 2025 at romgaz.ro/sites/default/files/2026-03/Annual%20Report%202025_1.pdf for financial-report-embedded content.",webpage_landing_page
BRD - Groupe Societe Generale,Romania,BRD Groupe Societe Generale Board of Directors' Annual Report (sustainability content within Board reports),https://www.brd.ro/en/about-brd/investors-and-shareholders/financial-information/financial-results,,No standalone 2025 sustainability report PDF confirmed via search (only 2023/2024 Board of Directors' Reports found directly); get exact 2025 file from this landing page.,webpage_landing_page
MOL Group,Hungary,MOL Group Integrated Annual Report 2025 (Sustainability Report integrated; 2024 edition ESRS-audited),https://molgroup.info/storage/documents/publications/annual_reports/2025/mol-2025-integrated-annual-report-eng.pdf,,,downloadable_pdf
OTP Bank,Hungary,"OTP Bank Plc. Integrated Annual Report 2025 (incl. Consolidated Sustainability Statement, GRI-referenced)",https://www.otpgroup.info/static/sw/file/260417_Integrated_report_e_final_064.pdf,,OTP Group's Sustainability Report explicitly complies with GRI Standards alongside ESRS - good candidate.,downloadable_pdf
Gedeon Richter,Hungary,Gedeon Richter Annual Integrated Report 2025 (non-official draft; incl. CSRD sustainability report),https://www.gedeonrichter.com/-/media/sites/hq/documents/sustainability/en/annual_report_2025_non_official_draft.pdf,,Marked 'non-official draft' in the filename - check gedeonrichter.com/en/sustainability for the finalized version once available.,downloadable_pdf
Magyar Telekom,Hungary,"Magyar Telekom Consolidated Sustainability Statement 2025 (integrated with Financial Report, ESRS-aligned, Deloitte limited assurance)",https://www.telekom.hu/rolunk/fenntarthatosag/fenntarthatosagi-jelentesek,,No single direct 2025 PDF URL confirmed via search; get exact file from this reports page (Hungarian: Fenntarthatósági Jelentések).,webpage_landing_page
Wizz Air,Hungary,"Wizz Air Holdings Annual Report and Accounts F25 (financial year ended 31 March 2025, incl. sustainability)",https://www.wizzair.com/cms/api/docs/default-source/downloadable-documents/corporate-website-transfer-documents/annual-reports/wizz-air-holdings-plc---annual-report-and-accounts-f25.pdf,,"A separate standalone 'Annual Sustainability Report' PDF exists for F24 (annual-sustainability-report-f24.pdf); an F25-labeled standalone edition was not directly confirmed via search, likely folded into the Annual Report and Accounts.",downloadable_pdf
ArcelorMittal,Luxembourg,"ArcelorMittal 2025 Sustainability Report: Safer, smarter growth",https://corporate.arcelormittal.com/sustainability/2025-sustainability-report,,"Standalone annual sustainability report (this is their long-running dedicated report series); no single direct PDF URL confirmed via search, get exact file from this landing page.",webpage_landing_page
RTL Group,Luxembourg,"RTL Group first CSRD-compliant sustainability report (published April 2025, covering FY2024)",https://www.rtl.com,,No direct PDF URL confirmed via search; check RTL Group's investor relations site for the exact file.,webpage_landing_page
SES S.A.,Luxembourg,"SES Environmental, Social & Governance Report 2025 (standalone) + Annual Report 2025",https://www.ses.com/sites/ses_v2/files/investor-files/2026-03/SES_AR25_ESG_3MAR26_DEF.pdf,https://www.ses.com/sites/default/files/2026-03/SES_AR25_2MAR26_vs21_web-LR.pdf,Dedicated standalone ESG Report confirmed alongside the Annual Report.,downloadable_pdf
Eurofins Scientific,Luxembourg,"Eurofins Scientific 2025 ESG Report (standalone, published alongside 2025 Annual Report)",https://cdnmedia.eurofins.com/corporate-eurofins/media/phlfgbmr/20260226-eurofins-announces-the-publication-of-its-2025-annual-report-and-2025-esg-report.pdf,,"First year the ESG report was published as a fully standalone document, separate from the Annual Report.",downloadable_pdf
Aperam,Luxembourg,"Aperam Corporate Sustainability Report 2025 (voluntary, CSRD-modeled)",https://www.aperam.com/sites/default/files/documents/Aperam_Corporate_Sustainability_Report_2025.pdf,,STRONG candidate: dedicated standalone sustainability report.,downloadable_pdf
Krka,Slovenia,Krka Annual Report 2025 (CSRD/ESRS sustainability content integrated),https://www.krka.biz/_assets/Annual-report_2025.pdf,,,downloadable_pdf
Petrol Group,Slovenia,Petrol Group Annual Report 2024 (1st audited ESRS sustainability report; 2025 edition pending),https://www.petrol.eu/binaries/content/assets/skupina-petrol-eng/2025/pages/publications/05/petrol-lp-2024-ang-web.pdf,,2025 Annual Report was approved by Supervisory Board per April 2026 press release but a direct PDF wasn't confirmed via search yet; check petrol.eu/publications for the update.,downloadable_pdf
NLB - Nova Ljubljanska Banka,Slovenia,NLB Group Sustainability Report (most recent confirmed direct PDF: 2023 edition; 2025 Annual Report referenced but no direct PDF confirmed),https://www.nlb.si/nlb/nlb-portal/eng/sustainability-new/sustainability-report-2023.pdf,,Check nlbgroup.com/int-en/investor-relations for the current-year sustainability report.,downloadable_pdf
INA - Industrija Nafte,Croatia,"INA Annual Financial Report 2025 (most recent confirmed Integrated Report is FY2024, published March 2025)",https://www.ina.hr/app/uploads/2025/03/INA-Annual-Financial-Report-2025.pdf,,"Full sustainability/ESG collection (38 reports, 2002-2025) hosted at sustainabilityreports.com/ina-industrija-nafte.",downloadable_pdf
Hrvatski Telekom,Croatia,Hrvatski Telekom Annual Report 2025 (5x Croatian Sustainability Index awardee; standalone sustainability PDF last confirmed for 2022),https://static.hrvatskitelekom.hr/webresources/tht/pdf/investitori/izvjesca/ANNUAL_REPORT_ENG_2025.pdf,,A dedicated standalone 2025 Sustainability Report was not confirmed via search; sustainability content likely integrated into this Annual Report.,downloadable_pdf
Zagrebacka banka,Croatia,Zagrebacka banka Annual Report 2024 (incl. Sustainability Statement); 2025 edition pending KPMG assurance,https://db.srnav.com/storage/v1/object/public/document-pdfs/e812171e-d943-44cb-8113-d84be25714d2.pdf,,KPMG Croatia was only appointed to assure the 2025 Sustainability Report as of May 2025 - the 2025 edition itself was not yet published/confirmed via search.,downloadable_pdf
Slovnaft,Slovakia,Slovnaft Annual Report (most recent confirmed direct PDF: 2023 edition),https://slovnaft.sk/en/about-us/our-company/financial-reports/annual-reports/,,No 2025 edition confirmed via search; get current file from this landing page. Part of MOL Group.,webpage_landing_page
VUB banka,Slovakia,VUB Bank Consolidated Sustainability Report 2024 (standalone) + Annual Report 2024; from FY2025 sustainability is integrated into the Annual Report per CSRD,https://www.vub.sk/document/documents/VUB/sprava-o-udrzatelnosti/Sustainability-Report-2024.pdf,https://www.vub.sk/document/documents/VUB/kryte-dlhopisy-vub/financne-informacie/EN/ar_2024.pdf,"STRONG candidate: dedicated standalone Sustainability Report PDF confirmed for 2024. 2025 Annual Report (incl. sustainability) also confirmed to exist per Intesa Sanpaolo group filings, published April 2026 - check vub.sk landing page for exact 2025 PDF.",downloadable_pdf
Tatra banka,Slovakia,Tatra banka Sustainability Report (1st edition: 2023; 2025 edition not confirmed via search),https://www.tatrabanka.sk/premodruplanetu/en/sustainability-report/,,Member of Raiffeisen Bank International Group; check this landing page for the current-year report.,webpage_landing_page
Sopharma,Bulgaria,Sopharma AD Annual Consolidated Financial Report 2025 (standalone sustainability report not confirmed),https://www.sopharmagroup.com/en/investor/financial-reports,,"No dedicated sustainability/ESG report PDF confirmed via search; only financial reports found. Get exact file from this landing page, or note as likely 'no GRI index found' if none exists.",webpage_landing_page
Bulgarian Energy Holding,Bulgaria,Bulgarian Energy Holding Financial Reports (standalone sustainability report not confirmed),https://bgenh.com/en/page/55/Financial-reports.html,,State-owned holding; a Decarbonisation Plan was prepared with EIB but no standalone sustainability report PDF confirmed via search.,webpage_landing_page
DSK Bank,Bulgaria,DSK Bank Separate and Consolidated Financial Statements 2025 (standalone sustainability report not confirmed),https://dskbank.bg/docs/default-source/%D0%B4%D0%BE%D0%BA%D1%83%D0%BC%D0%B5%D0%BD%D1%82%D0%B8/%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0-%D0%B8%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D1%8F-%D0%B7%D0%B0-%D0%B1%D0%B0%D0%BD%D0%BA%D0%B0-%D0%B4%D1%81%D0%BA/2025/dsk-bank-separate-and-consolidated-financial-statements-2025.pdf,,Part of OTP Group (Hungary); community/CSR content described on dskbank.bg but no dedicated sustainability report PDF confirmed via search.,downloadable_pdf
Ignitis Group,Lithuania,Ignitis Group Integrated Annual Report 2025 (Sustainability section starting page 158),https://nasdaqbaltic.com/market/upload/reports/ign/2025_yb_en_eur.pdf,,,downloadable_pdf
Siauliu Bankas,Lithuania,Siauliu Bankas Annual Report / Financial Statements (Sustainability Report forms part of financial statements),https://www.sb.lt/en/investors/financial-info/siauliu-bankas-ab-and-the-groups-financial-statements,,No single direct 2025 PDF URL confirmed via search; get exact file from this landing page. Now operates under 'Artea' brand (artea.lt).,webpage_landing_page
Latvenergo,Latvia,Latvenergo Group Consolidated Annual Report 2025 (incl. Sustainability Statement per Law on Sustainability Disclosures),https://latvenergo.lv/storage/app/media/uploaded-files/LE_Prezentacija_2024_EN.pdf,,No single direct 2025 PDF URL confirmed via search (only a 2024 presentation deck found directly); get exact file from latvenergo.lv investor relations.,webpage_landing_page
airBaltic,Latvia,airBaltic Annual Report 2025 (incl. Sustainability Statement),https://assets.airbaltic.com/f/236210/x/201b60f675/air-baltic-corporation-as-annual-report-2025.pdf,,,downloadable_pdf
Eesti Energia (Enefit),Estonia,Eesti Energia Annual Report 2025 (incl. sustainability),https://public-docs.enefit.com/ettevottest/investorile/eesti-energia-2025-final-en.pdf,,"Group restructured into Enefit (electricity), Enefit Industry, and Elektrilevi (distribution) subsidiaries starting 2026.",downloadable_pdf
Tallink Grupp,Estonia,"Tallink Grupp Consolidated Sustainability Statement 2025 (standalone, CSRD/ESRS/EU Taxonomy) + Annual Report 2025",https://image.tallink.com/image/upload/grupp/documents/sustainability-reports/Tallink-Grupp-Sustainability-Report-2025-ENG.pdf,https://nasdaqbaltic.com/market/upload/reports/tal/2025_ar_en_eur_con.pdf,STRONG candidate: dedicated standalone Sustainability Statement 2025 PDF confirmed.,downloadable_pdf
Bank of Valletta,Malta,Bank of Valletta Annual Report FY2025 (sustainability integrated into financial reports; Climate Transition Plan under CSRD in progress),https://www.bov.com/meta/downloads/bov-interim-report-2025,,No standalone sustainability report PDF confirmed via search; get exact Annual Report FY2025 file from bov.com.,webpage_landing_page
Bank of Cyprus,Cyprus,"Bank of Cyprus Sustainability Report (most recent confirmed direct PDF: 2023 edition, 'Leading the transition of Cyprus')",https://www.bankofcyprus.com/en-gb/group/sustainability/disclosures/sustainability-reports/,,2025 edition not directly confirmed via search; get current file from this disclosures page.,webpage_landing_page
Deutsche Lufthansa,Germany,"Lufthansa Airlines Environmental Statement (2026 issue, reporting year 2025) + Lufthansa Group Sustainability Fact Sheet 2025",https://www.lufthansa.com/content/dam/lh/documents/sustainability/2026_Environmental-Statement%20LufthansaAirlines_en.pdf,https://www.lufthansagroup.com/media/downloads/en/responsibility/LHG-Factsheet-Sustainability-2025.pdf,Non-financial declaration is also in the Annual Report; these are the dedicated standalone sustainability documents.,downloadable_pdf
Zalando,Germany,Zalando SE Full CSRD/ESRS Report 2025 (Annual Report),https://corporate.zalando.com/sites/default/files/media-download/zalando-se_en_full-csrd-esrs-report_annual-report_2025.pdf,,,downloadable_pdf
Hannover Re,Germany,Hannover Re Group Annual Report 2025 (incl. ESRS sustainability statement),https://assets.hannover-re.com/asset/533267266226/document_vm5644i6q91ol8khnekpbcrt3s/2025_GBKonzern_e.pdf,,,downloadable_pdf
Daimler Truck,Germany,Daimler Truck Sustainability Progress 2025 + ESG Factbook FY2025 (Sustainability Report also pp.71-157 of Integrated Annual Report),https://www.daimlertruck.com/fileadmin/user_upload/bilder/newsroom/stories/2026/Nachhaltigkeitsbericht_2025/Downloads/20260316_DT_Sustainability_Progress_EN.pdf,https://www.daimlertruck.com/fileadmin/user_upload/documents/sustainability/Daimler_Truck_ESG_Factbook_FY_2025.pdf,,downloadable_pdf
Symrise,Germany,Symrise Corporate Report 2025 / Group Management Report (incl. ESRS sustainability content),https://symrise.com/corporatereport/2025/home/Symrise_GB25_Lagebericht_EN_geschuetzt.pdf,,,downloadable_pdf
Brenntag,Germany,Brenntag Group Sustainability Statement 2025 (standalone extract) + full Annual Report 2025,https://brenntagprod-media.e-spirit.cloud/06432017-be1f-41ce-8d1d-564e2a66d213/documents/corporate/investor-relations/2025/annual-report-2025/brenntag_ar2025_group-sustainability-statement_en.pdf,https://brenntagprod-media.e-spirit.cloud/06432017-be1f-41ce-8d1d-564e2a66d213/documents/corporate/investor-relations/2025/annual-report-2025/brenntag_annual-report-2025_en.pdf,Voluntarily applies ESRS as framework.,downloadable_pdf
Evonik Industries,Germany,Evonik Sustainability Report 2025 (standalone) + Financial and Sustainability Report 2025,https://www.evonik.com/content/dam/evonik/documents/Evonik_Sustainability_Report_2025.pdf.coredownload.pdf,https://www.evonik.com/content/dam/evonik/documents/Evonik_Financial_and_Sustainability_Report_2025.pdf,Won 'Best CSRD Report in the MDAX' Building Public Trust Award 2025.,downloadable_pdf
Rheinmetall,Germany,"Rheinmetall Annual Report (Group Sustainability Statement, p.91-92); labeled 2024 report published March 2025 - verify against most current filing",https://www.rheinmetall.com/Rheinmetall%20Group/Investor%20Relations/Ver%C3%B6ffentlichungen/Pr%C3%A4sentationen%20und%20Berichte/2025/GB/Rheinmetall-Annual-Report-2024.pdf,,URL/labeling ambiguity in search results between fiscal year and publication year - confirm the exact reporting period inside the PDF before using. ESG Factbook also available at rheinmetall.com/en/responsibility/esg-reporting.,downloadable_pdf
Porsche AG,Germany,Porsche AG Annual and Sustainability Report 2025 + ESG Addendum 2025,https://newsroom.porsche.com/dam/jcr:e0c23117-3217-45ff-977b-6b2988a11297/Annual_and_Sustainability_Report_2025_Porsche_AG.pdf,https://newsroom.porsche.com/dam/jcr:bceb4baf-5e2d-4393-a20f-a838174bb558/ESG_Addendum_2025_Porsche_AG_EN.pdf,Only the German-language PDF is legally binding per Porsche; this is the English version.,downloadable_pdf
Talanx,Germany,Talanx Group Annual Report 2025 (2nd year under CSRD/ESRS),https://www.talanx.com/media/files/investor-relations/pdf/ergebnisse/2025/fy/2025_tx_konzern_en.pdf,,,downloadable_pdf
Orange S.A.,France,Orange S.A. 2024-2025 Integrated Annual Report (incl. Universal Registration Document sustainability data),https://rai.orange.com/wp-content/uploads/sites/54/2025/06/integrated-annual-report-2024-2025.pdf,,Achieved most non-financial targets a year ahead of schedule; reviewed by AMF under CSRD.,downloadable_pdf
Dassault Systemes,France,Dassault Systemes 2025 Universal Registration Document (incl. Sustainability Report) + first standalone Impact Report (Aug 2026),https://www.vanslingerlandt.com/wp-content/uploads/2026/04/3DS_2025-URD_31-03-26.pdf-dassault-S.pdf,,Mirror/third-party host for the URD; primary source is investor.3ds.com. First-ever standalone Impact Report published separately in Aug 2026.,downloadable_pdf
Legrand,France,"Legrand Integrated Report 2025 (1st year of 2025-2027 CSR roadmap, 110% target achievement rate)",https://www.legrand.com/sites/default/files/Documents_PDF_Legrand/Finance/2026/autre/RI/LEGRAND_INTEGRATED%20REPORT_2025_EN_1776242449.pdf,,,downloadable_pdf
Bouygues,France,Bouygues 2025 Universal Registration Document (Sustainability Statement in Chapter 3),https://www.bouygues.com/app/uploads/2025/11/bouygues_deu_2025_uk_web.pdf,,,downloadable_pdf
Carrefour,France,Carrefour Sustainability Statement 2025 (standalone extract) + Universal Registration Document 2025,https://www.carrefour.com/sites/default/files/2026-03/Etat%20de%20durabilite%CC%81%20Carrefour%202025_0.pdf,https://www.carrefour.com/sites/default/files/2026-04/CFR2025_URD_EN_PDF_MEL_270326_0.pdf,"STRONG candidate: dedicated standalone Sustainability Statement PDF confirmed, CSRD-compliant.",downloadable_pdf
Thales,France,"Thales CSR Integrated Report 2025 (6.83MB, published May 2026) + Universal Registration Document 2025 (14.91MB, published Apr 2026)",https://www.thalesgroup.com/en/sustainability-thales/reports-and-data,,No single direct PDF URL confirmed via search (session-based download links); get exact files from this reports-and-data page.,webpage_landing_page
Safran,France,Safran 2025 Integrated Report (first-ever standalone Sustainability Report also published for 2025),https://www.safran-group.com/download/media/450817,,,downloadable_pdf
Edenred,France,"Edenred 2025 Universal Registration Document (incl. sustainability report, filed with AMF March 2026)",https://www.edenred.com/en/group/our-publications,,No single direct PDF URL confirmed via search; get exact file from this publications page.,webpage_landing_page
